"Leaf.bag.number","time.point","weight_start","stream","treatment","replicate","number.days","dry_weight_rest","ashes_rest","dry_weight_OMD","ashes_OMD","dry_weight_conidia","ashes_conidia","dry_weight_ergosterol","disks_OMD","disks_conidia","disks_total"
291,"September",6.954,"Klingbach","transplant",1,14,4657,981.2,26.61,3.67,17.29,2.39,NA,7,5,33
294,"September",7.014,"Kaiserbach","vine",2,14,5928,1885,27.07,9.17,22.42,7.49,NA,7,5,33
305,"September",7.011,"Otterbach","forest",3,14,4552.1,1129.3,18.99,2.33,11.88,0.96,NA,7,5,33
506,"September",6.997,"Modenbach","transplant",5,14,4639.72,954.39,22.86,3.81,13.05,2.23,NA,7,5,33
517,"September",6.97,"Otterbach","forest",7,14,4917.1,890.82,34.55,4.82,17.59,2.14,NA,7,5,33
553,"September",6.993,"Kaiserbach","transplant",7,14,6187.7,2123.3,24.56,4.63,13.82,2.55,NA,7,5,33
612,"September",6.975,"Isenach","vine",7,14,4499.15,461.26,22.41,1.6,15.96,1.26,NA,7,5,33
658,"September",7.014,"Isenach","forest",4,14,5672.29,1295.32,27.94,4.46,17.84,2.21,NA,7,5,33
659,"September",7.014,"Kaiserbach","forest",3,14,4947.65,887.18,18.93,2.47,13.1,1.96,NA,7,5,33
665,"September",7.012,"Kaiserbach","vine",1,14,5565,1613,29.91,6.71,20.4,5.6,NA,7,5,33
679,"September",7.012,"Kaiserbach","vine",6,14,4857,1420,26.53,4.43,14.2,2.3,NA,7,5,33
683,"September",7.015,"Triefenbach","transplant",5,14,4120.57,1691.57,17.8,1.91,18.01,2.54,NA,7,5,33
700,"September",6.975,"Triefenbach","transplant",1,14,4630.18,848.97,26.39,5.15,18.44,2.68,NA,7,5,33
707,"September",7.016,"Otterbach","forest",2,14,4276.7,708.21,34.62,2.89,17.36,1.21,NA,7,5,33
714,"September",7.013,"Isenach","vine",3,14,4270.51,535.5,23.35,2.17,18.6,2.93,NA,7,5,33
721,"September",7.035,"Kaiserbach","forest",6,14,4343,731.83,26.32,3.21,18.4,2.2,NA,7,5,33
724,"September",7.045,"Kaiserbach","transplant",3,14,5346.1,1196.18,25.88,3.73,17.92,2.77,NA,7,5,33
769,"September",7.015,"Otterbach","vine",5,14,4793,797,29.61,2.73,17.13,2.07,NA,7,5,33
